wallet,num_deposits,num_borrows,num_repays,num_redeems,num_liquidations,borrowed_usd,repaid_usd,repay_borrow_ratio,active_days,transaction_diversity,credit_score
0x0003f46779806fe779e7f30eec95dbdb4d45840b,8,6,5,5,0,2.095927039250547e-09,1.4742672201061498e-09,0.8333333333333334,6,4,269.33333333333337
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,2,3,1,4,0,5.056751402199634e-10,5.434854055313202e-10,0.3333333333333333,6,4,219.33333333333331
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,1,1,0,0,0,5.183127324254524e-10,0.0,0.0,1,2,141.0
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,2,1,1,2,0,22.653259187424077,22.653259187424077,1.0,1,4,281.0
0x0005696d4be2359526c497fe4a4c0620b41f2426,1,1,1,4,0,5.937611376147482e-10,5.929530021211906e-10,1.0,2,4,282.0
0x000660cad76200a2e326f53e033919905e6c50f5,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00080000158a9930aeb508823103b0a977161c47,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x00099b1263c22ae2ce0a52624cef2a012e751970,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x0009ce45d5df78e632a0b4987079432dfba2253a,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x000a27ba176083e4b50177378cbe7469a00dd557,4,2,2,4,0,1.603863100380374e-10,1.6022581757470163e-10,1.0,4,4,284.0
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,18,8,5,12,0,73.56464165297409,1.3381494379508397e-08,0.625,10,4,252.5
0x000ab43e658935ba39504a1424b01756c1e9644c,1,1,0,0,0,0.011365237938343969,0.0,0.0,1,2,141.0
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,49,0,0,28,0,0.0,0.0,0.0,35,2,175.0
0x000c8e2871750f458bf1de8ab528dda09bc95db6,1,1,1,1,0,2366.767191230522,2366.767191230522,1.0,1,4,281.0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,20,20,17,14,0,9.638765146793131e-10,9.330977900335208e-10,0.85,32,4,297.0
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,4,1,1,0,0,4.010267633402084e-11,4.031433339845019e-11,1.0,3,3,263.0
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,1,3,2,2,0,8.867244790708097e-10,5.036501564107848e-10,0.6666666666666666,4,4,250.66666666666666
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,6,0,0,2,0,0.0,0.0,0.0,7,2,147.0
0x000e840a3122ec28d0c29321db172375cb049762,5,2,2,1,0,2.168257036891647e-10,2.173913973215126e-10,1.0,5,4,285.0
0x000e9bd1d42999446d60ff60f1fb3afb13604202,8,6,4,4,0,3.463095615590086e-11,3.537800801727156e-11,0.6666666666666666,3,4,249.66666666666666
0x000eab293e332bd6e67018a9150e8807bfac3233,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,1,0,0,1,0,0.0,0.0,0.0,2,2,142.0
0x000f4432a40560bbff1b581a8b7aded8dab80026,7,6,3,9,0,1.760397911970302e-08,1.7566377247476396e-08,0.5,6,4,236.0
0x000f7f22bfc28d940d4b68e13213ab17cf107790,26,19,13,15,0,34436280.28011005,34334725.65069429,0.6842105263157895,3,4,251.42105263157896
0x000f908720f9ce164d90f4fc89459fab4442907f,32,30,17,17,0,796.4431003956306,792.7758701469054,0.5666666666666667,2,4,238.66666666666666
0x000fbfec300959d0f2f327728a889c1f5de8e2df,3,1,1,3,0,140.01063060029028,139.70001148776586,1.0,4,4,284.0
0x0011730224657eb527cf736039854c3a3f140e63,1,1,1,1,0,738.0253561825903,738.0253561825903,1.0,1,4,281.0
0x00120ea6fdbaf057eadc1bd149f957488444e92c,2,1,1,0,0,2.602967788219515e-12,2.6163774015531503e-12,1.0,1,3,261.0
0x0012668072f7e0579caf7e047713d8b6d476d0db,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,101,24,93,11,2,4965.173744632387,935.1319572950626,3.875,31,5,331.0
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,0,0,0,1,0,0.0,0.0,0.0,1,1,121.0
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x0014dfac19477a83d7354e6eaac28642c1959398,10,6,9,11,0,1.8149001627910837e-08,1.8188824774686095e-08,1.5,12,4,342.0
0x001589fe1923c2118f34e4277f2ef650fcbf0161,19,2,0,9,0,1419.946916528213,0.0,0.0,18,3,178.0
0x00159370cbe576b765a7fb2e78582e0cb563d445,10,7,0,2,0,2348.7368202867215,0.0,0.0,9,3,169.0
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,1,0,0,1,0,0.0,0.0,0.0,1,2,141.0
0x0016469a65facda9e86fd0ae0e9661128843c224,1,1,0,0,0,0.004676133673838557,0.0,0.0,1,2,141.0
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00183135585d70a523d61b2e43037a7138b36906,15,13,10,16,0,3849.7900537521605,1709.0734256336661,0.7692307692307693,21,4,277.9230769230769
0x00184e8aa1e95f491f2d9601e12b540092160ded,1,1,1,1,0,24.98479710580002,24.98479710580002,1.0,1,4,281.0
0x0018583d7654803d2c59467e10dec5f70bbe1851,72,0,0,0,0,0.0,0.0,0.0,11,1,131.0
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x0018d044b946ede86b43bb3b964a45772a5abeb9,9,2,2,9,0,1.1215514727063227e-12,1.121345368530205e-12,1.0,8,4,288.0
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,0,1,2,2,0,7.900412443596894e-11,1.5872329212505054e-10,2.0,2,3,362.0
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x001b024b98ee862aa01eea595c4c16a0213d2611,1,1,0,0,0,4.987405943962264e-10,0.0,0.0,1,2,141.0
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,10,6,7,9,0,2.348782142990087e-10,2.352622310010467e-10,1.1666666666666667,6,4,302.6666666666667
0x001bc97d92e1a30b02d4e75be25f06063555d556,12,10,9,14,0,5.4445837409092946e-08,5.450363129933801e-08,0.9,5,4,275.0
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,5,0,0,1,0,0.0,0.0,0.0,5,2,145.0
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,0,0,0,1,0,0.0,0.0,0.0,1,1,121.0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x002379916ac42a432f3b53f16782d33267debb4c,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x0024461e7a8ce7157866eaa4c24b702d328250ce,0,0,0,1,0,0.0,0.0,0.0,1,1,121.0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00246f7813397868b1beec56e1677efa47816dae,30,9,2,3,0,5816299.443463209,5472177.71761479,0.2222222222222222,16,4,218.22222222222223
0x0025a856d01a898bd52286d56c52323b13937b65,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00261d225db379b3fc74cd0228d6f90582d39035,1,1,0,0,0,0.004713438272388597,0.0,0.0,1,2,141.0
0x00262ffcfda82b5582d1905ca05b849f196b0419,4,3,1,2,0,5.72428581078788e-11,5.695340624693982e-11,0.3333333333333333,2,4,215.33333333333331
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x002775390698ef16589bb22bba37ae7906ae2f36,17,7,5,1,0,68.52293627181609,3.3863082668681677,0.7142857142857143,9,4,260.42857142857144
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0027f7335d610f15b325baa5798414548720fcaa,6,2,2,3,0,1.5686763662421106e-09,1.5716110933811845e-09,1.0,3,4,283.0
0x00283b611db7844cb5677b311afd67c8e3078518,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x002aea16059a7d4bef638a03b61a9e80ef07e745,12,10,5,14,0,962.2995982105101,5.838228517532286e-07,0.5,11,4,241.0
0x002bb13a55bf4525f02717708dd4534ecc475193,2,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,2,1,1,1,0,2.7225309172016468e-12,2.7225309172016468e-12,1.0,2,4,282.0
0x002d2715b179d0db3e17cc28317a98f2f65e6884,98,64,38,53,0,31579.052641518676,13121.661889422496,0.59375,60,4,299.375
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,5,5,16,3,0,4.5074620831285474e-09,1.386103831655126e-09,3.2,16,4,396.0
0x002de04d579930686698abab5f48bda0b24fb9fc,32,13,15,25,0,4.306764650300531e-08,4.377410099962049e-08,1.1538461538461537,14,4,309.38461538461536
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,1,1,1,1,0,2495.5332672426603,2495.5332672426603,1.0,1,4,281.0
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,1,0,0,5,0,0.0,0.0,0.0,4,2,144.0
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,61,26,12,9,0,144.77163586772275,2.528028174943289e-09,0.46153846153846156,34,4,260.1538461538462
0x0030040e8d836ac3e546c354f9b373e70a14deeb,0,0,0,2,0,0.0,0.0,0.0,1,1,121.0
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,35,23,0,0,0,4916.033571209256,0.0,0.0,25,2,165.0
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,1,0,0,2,0,0.0,0.0,0.0,3,2,143.0
0x003094a91a3b5523bc601b221f80183bd347e9ae,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,37,11,11,8,0,54754.060809285016,53839.64951151899,1.0,31,4,311.0
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,2,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0030ee334630838ea4dee0b4b6ecbc973529031f,8,7,1,0,0,765.1818637582537,1.81691479412184e-09,0.14285714285714285,7,3,181.28571428571428
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00326e37cef76788f6b0cf643c94481d60bd3d58,2,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,179,154,148,42,0,5323129.221099337,1055508.50718239,0.961038961038961,98,4,374.1038961038961
0x003325d3054cd7668fb16f19ea11bae6d02a474c,0,0,0,5,0,0.0,0.0,0.0,4,1,124.0
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,59,45,21,37,0,35059576.6526269,35021753.381240435,0.4666666666666667,12,4,238.66666666666666
0x0034d2a08772822866b08d2c585e5c8e25723760,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,0,0,0,5,0,0.0,0.0,0.0,3,1,123.0
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,14,8,2,2,0,558.8776187173474,9.149663936533417e-10,0.25,8,4,213.0
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0036534c48a754163f0f446601f36bcfda840f57,7,8,7,5,0,161.72775240543808,149.2716038169644,0.875,5,4,272.5
0x00368bb9dba2ee83f3553feae59710b9c3743e09,9,1,0,1,0,788.5672363468941,0.0,0.0,6,3,166.0
0x0036a2f1f6136bb9d7992f7def692126a279e702,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,9,14,14,6,0,2412.8944437615223,1406.5984034508595,1.0,9,4,289.0
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,4,2,2,4,0,428.5623402084706,447.1366949851244,1.0,3,4,283.0
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,3,0,0,6,0,0.0,0.0,0.0,8,2,148.0
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,7,13,0,7,1,84.00700978868484,0.0,0.0,9,4,139.0
0x0038281701bf3f51fdbb18903c6e18776780a9a1,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00389de87cae34a6f89e13cc8225c4984add8b37,328,100,76,106,0,1689556.5436388063,1.4260821549210404e-06,0.76,52,4,308.0
0x0039e71541bdc798d062346bce94230bf519bb72,1,1,0,0,0,0.004735971505219565,0.0,0.0,1,2,141.0
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,2,0,0,4,0,0.0,0.0,0.0,2,2,142.0
0x003a85c562730b196f7cba202a2515f2ff855736,131,22,12,12,0,5014.4260824120465,4970.980528664495,0.5454545454545454,66,4,300.5454545454545
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,4,5,4,0,0,8.859066653037405e-10,8.860212731966362e-10,0.8,3,3,243.0
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,39,3,0,1,0,112.41839798277496,0.0,0.0,27,3,187.0
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,2,0,0,2,0,0.0,0.0,0.0,3,2,143.0
0x003be39433bde975b12411fbc3025d49d813a84f,0,1,0,0,3,7.321317130665956e-13,0.0,0.0,4,2,0.0
0x003cb0842811db8d115e28f13048dd83db391dcb,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,0,1,3,2,0,1.7149573487703489e-09,3.414426915768484e-09,3.0,2,3,362.0
0x003e9a119439ef34de3237034cee95675b01d5d4,6,9,8,8,0,1.737267688475029e-08,1.41095074277464e-08,0.8888888888888888,16,4,284.8888888888889
0x003ed65a094ef804c934f2427b601e03113882ff,2,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,59,50,16,19,0,342.7197258832004,1.0736614628823244e-09,0.32,9,4,221.0
0x003f705c2e62e268891d8aa2724e32f2176dc963,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,19,3,4,13,0,1.704396976290176e-08,1.6966997048559368e-08,1.3333333333333333,9,4,322.3333333333333
0x00405f7b768a9a6b81e8060a17f0550501acf6be,87,40,0,17,0,16879.719934261102,0.0,0.0,48,3,208.0
0x0040932d4c252856709b24dc406244392d3df400,1,0,0,1,0,0.0,0.0,0.0,1,2,141.0
0x0040daac32d83c78546ae36da42a496b28ab09e1,6,0,0,0,0,0.0,0.0,0.0,5,1,125.0
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0041dac13d9365b4d695fb612950dc71884f8db1,43,34,55,22,0,1514.6323054445925,1175.692336118231,1.6176470588235294,33,4,374.7647058823529
0x0043090d0a3338eb89914ea9af5c529e928a044c,1,0,0,1,0,0.0,0.0,0.0,1,2,141.0
0x0043260ff376a32f335de2091e8bd455d74ecef9,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00432beb667c8908a74f35fef62882b502347e61,2,0,0,1,0,0.0,0.0,0.0,3,2,143.0
0x00433d27687ff685d3871395d7fedfd42b1c3529,29,0,0,1,0,0.0,0.0,0.0,27,2,167.0
0x0043f8113eb1257bc6314fe0434eec0d9bac3837,7,0,0,1,0,0.0,0.0,0.0,7,2,147.0
0x004403abb2246c48ac770e30e7b36e3b16e152a1,3,5,3,1,0,2.2259267646151285e-09,2.2259033657989125e-09,0.6,7,4,247.0
0x00447d3b5f40e1bb71766b5ffc656f5391f6e9d8,1,0,0,1,0,0.0,0.0,0.0,1,2,141.0
0x0044803a27c6c45babd3fb7affb80b3f913579d7,33,13,6,15,0,30.00119932734155,30.32587507099046,0.46153846153846156,18,4,244.15384615384616
0x0044f0ab1281b2bc850bfa39123dec1e8e09001d,10,23,7,9,0,4855.453847714866,99.78964172551913,0.30434782608695654,22,4,232.43478260869566
0x00452d3fd0e6bd68943b30af56a8df4eb7685387,1,1,1,3,0,2.2488732795236204e-10,2.2323178740850758e-10,1.0,3,4,283.0
0x004624a132094f106e977c369c8f2e1ebffb2ae1,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0046d10482bc3ae87fa4cb550e36706addf2304a,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x004815f49c32e9ef6341dc2d53411a59de5a2daa,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00481898361901f3e49bfe3e40872d09e93c2c11,3,0,0,3,0,0.0,0.0,0.0,5,2,145.0
0x0048e6fd005224e7e9f00058c630307f0710a84b,70,36,16,18,0,20753.0407015389,7560.393327432128,0.4444444444444444,33,4,257.44444444444446
0x0049436d8c3da52d604cdc390e45026b2662d7f7,3,5,4,0,0,17777.798497189156,12051.003141357945,0.8,6,3,246.0
0x00495585ecf70ad7dd71797c2a22951ed92b9a24,17,2,3,8,0,60.4028776616167,57.46969291689479,1.5,12,4,342.0
0x004965f85a3db4d5221189595141ecab247b115d,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,27,20,18,26,0,25017.224264235225,25130.54277775001,0.9,7,4,277.0
0x0049f39431ab794a381deca90fa7ab85e60e6ebb,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x004a61f49faeab28ac5cc72ed26a7114d134362e,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x004af1171e5783d1223056a700e992b0eccf6191,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x004afb002e3fb33c833fc16b6b63103bbf97312d,5,3,2,2,1,5203.076839647206,2.7686051954217718e-09,0.6666666666666666,6,5,222.66666666666663
0x004bac9f45af6848ffbdf0dec8f47023ccd7a138,2,2,0,0,0,0.2954683679699928,0.0,0.0,2,2,142.0
0x004c572659319871be9d4ab337fb3df6237979d7,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x004c5993adfd45da327f82ec7581a6ee736bf4cb,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x004c788aecdcc8ae214519737576d67da3c7334a,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x004ce54398cc569a622bf5a99ae857306243c8ec,48,14,9,17,0,4.995069503830129e-07,5.018633721711325e-07,0.6428571428571429,35,4,279.2857142857143
0x004d71c111862702272e6beccdaafb07c9b96c37,85,63,63,64,1,2834092.110312381,2863133.3644000962,1.0,42,5,292.0
0x004f137c71b3003c7915bd6aa3a4f57e334a738e,0,0,0,5,0,0.0,0.0,0.0,1,1,121.0
0x004f9b61222bcb6214b7dcd87ebafa0ac2c74440,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0051337e53823325b9df640f8bac7c7a7dcc4b19,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x00515e4f8a5c52a526f48c3ea07238143e2c04fc,26,21,21,0,0,255.35078670276656,248.99896707338402,1.0,29,3,289.0
0x0051e6e6cde6392c01b4cf6b97d9f5c50ec9817c,8,6,18,10,0,290.80001927158446,580.4870888008396,3.0,18,4,398.0
0x0051ed91501bdefede70975ec9459a0dd3c5657b,1,2,0,0,0,10.098626311162082,0.0,0.0,1,2,141.0
0x00520ddda78809f725ba3ac696fc8dbe9ccaef91,2,0,0,0,0,0.0,0.0,0.0,2,1,122.0
0x00526e91ec022d8596bda04092071c1da6b5322e,2,2,2,1,0,49.92894234644537,47.053112777476,1.0,3,4,283.0
0x0052c9f2cc95f743412d6daaf3c93bcd1793479d,3,2,2,2,0,14.195098598632402,4.4417598616994045,1.0,1,4,281.0
0x0052d655d117dae79d897213af1d4393ab32c739,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x005399ba80babd299512e9efb4e0e764f673405c,1,0,0,0,0,0.0,0.0,0.0,1,1,121.0
0x0053b5daa6d4c2e3d16f2b9c10dc04e92b14a818,14,15,10,18,0,9294.190131527655,1.3005094838877372e-06,0.6666666666666666,21,4,267.66666666666663
